   40 1134    42.138
   44 1055    37.334
54486    1    0.001
33862    1    0.001
54484    1    0.001
11466    1    0.001
40334    1    0.001
11399    1    0.001
54537    1    0.001
54534    1    0.001
40338    1    0.001
54532    1    0.001
33907    1    0.001
40342    1    0.001
54528    1    0.001
40376    1    0.001
40345    1    0.001
40347    1    0.001
54519    1    0.001
54516    1    0.001
54515    1    0.001
54514    1    0.001
40350    1    0.001
40351    1    0.001
11627    1    0.001
54457    1    0.001
54456    1    0.001
40397    1    0.001
11598    1    0.001
54450    1    0.001
40403    1    0.001
40405    1    0.001
40406    1    0.001
40409    1    0.001
54458    1    0.001
33816    1    0.001
11633    1    0.001
40413    1    0.001
11653    1    0.001
33810    1    0.001
33799    1    0.001
33795    1    0.001
33782    1    0.001
33779    1    0.001
54470    1    0.001
53890    1    0.001
40379    1    0.001
40380    1    0.001
40383    1    0.001
11578    1    0.001
40386    1    0.001
54474    1    0.001
40387    1    0.001
40389    1    0.001
11381    1    0.001
33849    1    0.001
40392    1    0.001
54466    1    0.001
54464    1    0.001
33841    1    0.001
54461    1    0.001
11595    1    0.001
54459    1    0.001
34004    1    0.001
11162    1    0.001
54640    1    0.001
54639    1    0.001
40261    1    0.001
34016    1    0.001
54636    1    0.001
40267    1    0.001
54632    1    0.001
40270    1    0.001
54643    1    0.001
33998    1    0.001
33995    1    0.001
11203    1    0.001
33994    1    0.001
40277    1    0.001
33985    1    0.001
54614    1    0.001
33958    1    0.001
54611    1    0.001
34042    1    0.001
11095    1    0.001
54672    1    0.001
34058    1    0.001
54670    1    0.001
54669    1    0.001
54666    1    0.001
54665    1    0.001
40236    1    0.001
11115    1    0.001
54610    1    0.001
34040    1    0.001
34038    1    0.001
54654    1    0.001
54651    1    0.001
34018    1    0.001
40258    1    0.001
54645    1    0.001
54644    1    0.001
54560    1    0.001
54574    1    0.001
40317    1    0.001
40318    1    0.001
11298    1    0.001
54568    1    0.001
54567    1    0.001
54566    1    0.001
40324    1    0.001
54561    1    0.001
11281    1    0.001
54556    1    0.001
11341    1    0.001
40330    1    0.001
11362    1    0.001
11364    1    0.001
11380    1    0.001
33909    1    0.001
54547    1    0.001
54545    1    0.001
33933    1    0.001
54609    1    0.001
33946    1    0.001
40294    1    0.001
11251    1    0.001
40300    1    0.001
54601    1    0.001
54597    1    0.001
54596    1    0.001
11256    1    0.001
54929    1    0.001
54588    1    0.001
54587    1    0.001
11280    1    0.001
54581    1    0.001
54580    1    0.001
54579    1    0.001
40314    1    0.001
40315    1    0.001
 3964    1    0.001
57201    1    0.001
36451    1    0.001
38204    1    0.001
36449    1    0.001
36447    1    0.001
57195    1    0.001
38210    1    0.001
57192    1    0.001
38212    1    0.001
 3955    1    0.001
 3957    1    0.001
38213    1    0.001
57186    1    0.001
57185    1    0.001
57202    1    0.001
57181    1    0.001
38221    1    0.001
38222    1    0.001
57177    1    0.001
57175    1    0.001
36430    1    0.001
57171    1    0.001
 3997    1    0.001
38234    1    0.001
38236    1    0.001
36417    1    0.001
38239    1    0.001
57159    1    0.001
38243    1    0.001
57224    1    0.001
36492    1    0.001
 3821    1    0.001
36488    1    0.001
36487    1    0.001
38171    1    0.001
 3877    1    0.001
38177    1    0.001
36475    1    0.001
38180    1    0.001
57232    1    0.001
 3894    1    0.001
57227    1    0.001
36469    1    0.001
36468    1    0.001
38244    1    0.001
57223    1    0.001
57221    1    0.001
36467    1    0.001
57218    1    0.001
57214    1    0.001
57213    1    0.001
57212    1    0.001
57211    1    0.001
57210    1    0.001
36460    1    0.001
36456    1    0.001
38199    1    0.001
57205    1    0.001
36454    1    0.001
36360    1    0.001
57106    1    0.001
36383    1    0.001
38282    1    0.001
38286    1    0.001
36378    1    0.001
36376    1    0.001
 4116    1    0.001
57092    1    0.001
 4117    1    0.001
38292    1    0.001
57089    1    0.001
36366    1    0.001
36365    1    0.001
36361    1    0.001
57107    1    0.001
57082    1    0.001
57080    1    0.001
 4133    1    0.001
 4147    1    0.001
57076    1    0.001
57075    1    0.001
38303    1    0.001
36355    1    0.001
 4157    1    0.001
36352    1    0.001
36349    1    0.001
38312    1    0.001
57064    1    0.001
 4207    1    0.001
36396    1    0.001
 4017    1    0.001
57153    1    0.001
38245    1    0.001
36411    1    0.001
36407    1    0.001
57145    1    0.001
57143    1    0.001
57140    1    0.001
57138    1    0.001
57137    1    0.001
36402    1    0.001
 4035    1    0.001
57134    1    0.001
57133    1    0.001
57249    1    0.001
57130    1    0.001
57129    1    0.001
57127    1    0.001
38261    1    0.001
57125    1    0.001
38263    1    0.001
57120    1    0.001
57117    1    0.001
57116    1    0.001
38272    1    0.001
36390    1    0.001
57111    1    0.001
57110    1    0.001
57108    1    0.001
57370    1    0.001
57404    1    0.001
38028    1    0.001
38030    1    0.001
57397    1    0.001
57396    1    0.001
36625    1    0.001
38034    1    0.001
57391    1    0.001
57382    1    0.001
57381    1    0.001
38048    1    0.001
 3569    1    0.001
36610    1    0.001
36608    1    0.001
38021    1    0.001
38056    1    0.001
57367    1    0.001
57366    1    0.001
36603    1    0.001
36601    1    0.001
38063    1    0.001
 3591    1    0.001
36600    1    0.001
38065    1    0.001
38068    1    0.001
57355    1    0.001
36592    1    0.001
36590    1    0.001
57347    1    0.001
36665    1    0.001
57458    1    0.001
57457    1    0.001
57456    1    0.001
57455    1    0.001
57454    1    0.001
57453    1    0.001
57452    1    0.001
37970    1    0.001
37975    1    0.001
57445    1    0.001
36679    1    0.001
 3262    1    0.001
57439    1    0.001
57436    1    0.001
57346    1    0.001
37993    1    0.001
57432    1    0.001
57430    1    0.001
36647    1    0.001
57425    1    0.001
38009    1    0.001
57420    1    0.001
38012    1    0.001
57416    1    0.001
 3325    1    0.001
57411    1    0.001
 3345    1    0.001
38019    1    0.001
36633    1    0.001
36517    1    0.001
36530    1    0.001
57299    1    0.001
36528    1    0.001
38124    1    0.001
38127    1    0.001
38128    1    0.001
57289    1    0.001
57286    1    0.001
38135    1    0.001
57282    1    0.001
57280    1    0.001
 3745    1    0.001
38139    1    0.001
57276    1    0.001
57301    1    0.001
57270    1    0.001
38146    1    0.001
57267    1    0.001
57265    1    0.001
36510    1    0.001
57262    1    0.001
57261    1    0.001
36501    1    0.001
38157    1    0.001
57256    1    0.001
57255    1    0.001
38159    1    0.001
36494    1    0.001
36493    1    0.001
 3615    1    0.001
57344    1    0.001
38082    1    0.001
57341    1    0.001
36583    1    0.001
 3609    1    0.001
 3610    1    0.001
57336    1    0.001
36582    1    0.001
57334    1    0.001
57333    1    0.001
57332    1    0.001
57330    1    0.001
36574    1    0.001
 3614    1    0.001
57060    1    0.001
36564    1    0.001
57324    1    0.001
36547    1    0.001
38101    1    0.001
57318    1    0.001
 3628    1    0.001
38106    1    0.001
36544    1    0.001
57312    1    0.001
36541    1    0.001
 3652    1    0.001
57305    1    0.001
36533    1    0.001
56796    1    0.001
36096    1    0.001
38512    1    0.001
56812    1    0.001
56811    1    0.001
56810    1    0.001
 4748    1    0.001
36092    1    0.001
36076    1    0.001
56802    1    0.001
36073    1    0.001
56800    1    0.001
38527    1    0.001
56798    1    0.001
36072    1    0.001
56817    1    0.001
56795    1    0.001
56793    1    0.001
56789    1    0.001
56788    1    0.001
56787    1    0.001
38536    1    0.001
38537    1    0.001
56782    1    0.001
56781    1    0.001
56780    1    0.001
56779    1    0.001
56778    1    0.001
38540    1    0.001
36057    1    0.001
36119    1    0.001
38471    1    0.001
56857    1    0.001
56856    1    0.001
38473    1    0.001
36125    1    0.001
 4564    1    0.001
38482    1    0.001
56849    1    0.001
38483    1    0.001
56846    1    0.001
 4596    1    0.001
38485    1    0.001
36123    1    0.001
38488    1    0.001
56774    1    0.001
56839    1    0.001
56837    1    0.001
56836    1    0.001
38494    1    0.001
36111    1    0.001
38501    1    0.001
56829    1    0.001
36107    1    0.001
56827    1    0.001
56825    1    0.001
56824    1    0.001
56823    1    0.001
36099    1    0.001
36098    1    0.001
 5093    1    0.001
 4936    1    0.001
38595    1    0.001
 4963    1    0.001
56707    1    0.001
38597    1    0.001
35985    1    0.001
56703    1    0.001
56698    1    0.001
 4978    1    0.001
56695    1    0.001
56694    1    0.001
35971    1    0.001
 5081    1    0.001
 5086    1    0.001
56717    1    0.001
 5100    1    0.001
35970    1    0.001
 5105    1    0.001
38613    1    0.001
56679    1    0.001
35968    1    0.001
56677    1    0.001
35966    1    0.001
56673    1    0.001
38619    1    0.001
35959    1    0.001
56669    1    0.001
35958    1    0.001
56666    1    0.001
 4904    1    0.001
36054    1    0.001
56771    1    0.001
56769    1    0.001
36044    1    0.001
38550    1    0.001
 4869    1    0.001
 4870    1    0.001
36043    1    0.001
56760    1    0.001
 4883    1    0.001
56757    1    0.001
56754    1    0.001
38560    1    0.001
 4901    1    0.001
38470    1    0.001
36031    1    0.001
36028    1    0.001
 4907    1    0.001
36022    1    0.001
56738    1    0.001
38573    1    0.001
36008    1    0.001
 4924    1    0.001
 4930    1    0.001
36002    1    0.001
56724    1    0.001
56723    1    0.001
56720    1    0.001
35993    1    0.001
56988    1    0.001
36292    1    0.001
57010    1    0.001
57007    1    0.001
38357    1    0.001
38359    1    0.001
57002    1    0.001
57000    1    0.001
56998    1    0.001
56995    1    0.001
56994    1    0.001
56993    1    0.001
 4309    1    0.001
56991    1    0.001
38370    1    0.001
38349    1    0.001
56986    1    0.001
36276    1    0.001
 4331    1    0.001
56981    1    0.001
38374    1    0.001
 4346    1    0.001
56977    1    0.001
38376    1    0.001
38385    1    0.001
56970    1    0.001
36266    1    0.001
38387    1    0.001
36261    1    0.001
36258    1    0.001
57037    1    0.001
57059    1    0.001
38317    1    0.001
57057    1    0.001
36333    1    0.001
 4213    1    0.001
57049    1    0.001
38326    1    0.001
36323    1    0.001
38328    1    0.001
57043    1    0.001
57042    1    0.001
57041    1    0.001
36317    1    0.001
36316    1    0.001
 4361    1    0.001
36312    1    0.001
 4221    1    0.001
36309    1    0.001
 4222    1    0.001
 4223    1    0.001
36306    1    0.001
57026    1    0.001
57022    1    0.001
 4242    1    0.001
57019    1    0.001
 4248    1    0.001
38344    1    0.001
38347    1    0.001
36297    1    0.001
36161    1    0.001
38436    1    0.001
56906    1    0.001
38437    1    0.001
38438    1    0.001
38439    1    0.001
56900    1    0.001
 4485    1    0.001
56898    1    0.001
36174    1    0.001
38444    1    0.001
56889    1    0.001
56888    1    0.001
56887    1    0.001
38447    1    0.001
36183    1    0.001
56882    1    0.001
56881    1    0.001
36158    1    0.001
36155    1    0.001
56876    1    0.001
 4515    1    0.001
36152    1    0.001
38457    1    0.001
38458    1    0.001
36151    1    0.001
56867    1    0.001
36148    1    0.001
38466    1    0.001
38469    1    0.001
36228    1    0.001
 4375    1    0.001
56960    1    0.001
36252    1    0.001
36245    1    0.001
36244    1    0.001
56955    1    0.001
56952    1    0.001
56951    1    0.001
56950    1    0.001
56949    1    0.001
36231    1    0.001
56945    1    0.001
38406    1    0.001
 4395    1    0.001
37968    1    0.001
56941    1    0.001
38410    1    0.001
 4409    1    0.001
38415    1    0.001
36217    1    0.001
 4430    1    0.001
56928    1    0.001
36206    1    0.001
56922    1    0.001
 4459    1    0.001
 4463    1    0.001
 4466    1    0.001
56914    1    0.001
37566    1    0.001
37151    1    0.001
  930    1    0.001
37557    1    0.001
  932    1    0.001
  940    1    0.001
  972    1    0.001
57966    1    0.001
57965    1    0.001
57964    1    0.001
57962    1    0.001
 1019    1    0.001
37137    1    0.001
57958    1    0.001
 1043    1    0.001
57977    1    0.001
37567    1    0.001
37129    1    0.001
57950    1    0.001
37575    1    0.001
 1066    1    0.001
37577    1    0.001
37123    1    0.001
37113    1    0.001
57942    1    0.001
57941    1    0.001
57940    1    0.001
57938    1    0.001
 1089    1    0.001
57935    1    0.001
  850    1    0.001
58020    1    0.001
37186    1    0.001
58015    1    0.001
37526    1    0.001
37184    1    0.001
58012    1    0.001
37183    1    0.001
58010    1    0.001
58009    1    0.001
37181    1    0.001
37178    1    0.001
37174    1    0.001
58004    1    0.001
58003    1    0.001
57934    1    0.001
  856    1    0.001
57999    1    0.001
37171    1    0.001
37169    1    0.001
57991    1    0.001
37164    1    0.001
57987    1    0.001
37162    1    0.001
37550    1    0.001
57983    1    0.001
57982    1    0.001
37157    1    0.001
37155    1    0.001
37555    1    0.001
57863    1    0.001
57883    1    0.001
57881    1    0.001
57880    1    0.001
37066    1    0.001
57878    1    0.001
57877    1    0.001
57875    1    0.001
37628    1    0.001
57870    1    0.001
57868    1    0.001
57867    1    0.001
37638    1    0.001
37063    1    0.001
57864    1    0.001
57885    1    0.001
37060    1    0.001
 1404    1    0.001
37058    1    0.001
 1420    1    0.001
 1424    1    0.001
37055    1    0.001
37053    1    0.001
37052    1    0.001
37049    1    0.001
 1472    1    0.001
57842    1    0.001
57841    1    0.001
37660    1    0.001
